source_id,source_crisno,source_sentence_number,source_crisis_title_raw,crisis_title,text,source_type_string,gt_event_type
194_7,194,7,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,On the same day China informed the Soviet charg d'affaires in Beijing of India's plans.,speech,Speech
194_8,194,8,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,The PRC responded on 20 October with a massive simultaneous attack on the western and eastern sectors of the disputed frontier.,action,Action
194_9,194,9,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"That day Nehru received a letter from Khrushchev expressing concern at reports that India intended to settle the dispute militarily, warning of the inherent dangers and urging India to accept the Chinese proposals for talks.",speech,Speech
194_10,194,10,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"India's major response, on 24 October, was to take up the military option and to reject the PRC suggestion for mutual withdrawal to the 7 November 1959 ""line of actual control,"" which would leave China in control of large tracts of disputed territory.",action|speech,Mixed
194_11,194,11,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,On 29 October the U.S. ambassador in New Delhi offered U.S. military aid to India.,speech,Speech
194_12,194,12,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,So too did the U.K.An intrawar crisis for India was triggered on 16 November with a second Chinese offensive.,speech|thought,Mixed
194_13,194,13,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,On the 19th Nehru appealed to President Kennedy to dispatch immediately 15 bomber and fighter squadrons to provide air cover for Indian cities against an anticipated Chinese attack.,speech|thought,Mixed
194_14,194,14,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,A U.S. aircraft carrier was ordered to leave its base in the Pacific and head toward the Bay of Bengal.,action|thought,Mixed
194_15,194,15,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,Shortly thereafter the defeat of the Indian army was completed.,thought,Thought
194_16,194,16,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"The crisis ended for China on 21 November when the PRC announced a unilateral cease-fire and, from 1 December, a withdrawal of Chinese forces 20 kilometers behind the actual control lines of 7 November 1959, in both the Aksai Chin.",action|speech|thought,Mixed
194_17,194,17,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,That withdrawal date terminated India's IWC -- but not yet its crisis as a whole.,thought,Thought
194_18,194,18,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,Six Asian and African nonaligned states attempted mediation at the Colombo Conference during 10-12 December 1962.,action,Action
194_19,194,19,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"Sirimavo Ratwatte Bandaranaike, Prime Minister of Ceylon, led the mediation teams efforts.",,No Event
194_20,194,20,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"By the time India's Lok Sabha approved their proposals, on 23 January, the PRC had implemented its unilateral withdrawal, a de facto cease-fire was in place, and the crisis ended for India.",speech|thought,Mixed
194_21,194,21,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"Australia, Canada, the U.K., and the U.S. sent aircraft and other military equipment to India.",action,Action
194_22,194,22,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,The USSR and Pakistan were peripherally involved.,action,Action
194_23,194,23,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"On 29 November 1996, 34 years after their border war, the presidents of India and China renounced the use of force to solve their territorial dispute, by pledging that ""neither side shall use its military capability against the other.""",action|speech,Mixed
194_24,194,24,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,"They also announced an agreement in principle on mutual withdrawal of forces from disputed areas along their 2,500 mile frontier, though details were deferred to further negotiations.",speech,Speech
194_25,194,25,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,It was a step toward resolution of the conflict between the world's two most populous states but less than final termination.,,No Event
194_26,194,26,CRISNO 194 CHINA-INDIA BORDER II,CHINA-INDIA BORDER II,The UN was not involved in this crisis.,,No Event
308_1,308,1,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,A South African incursion into Angola caused another brief crisis for Angola from 28 October to 2 November 1979.,,No Event
308_2,308,2,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,"and In September 1979 Augustino Neto, who had led Angola to independence and had been its president since 1975, died.",action,Action
308_3,308,3,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,A day after his death Angola reported a South African attack on several economic targets in southern Angola by troops stationed in South-West Africa.,action,Action
308_4,308,4,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,"Then, on 13 October, reportedly for the first time, Angolan forces crossed into South-West Africa.",action,Action
308_5,308,5,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,"On 28 October South African troops attacked roads and bridges 190 kilometers inside Angola, in the Sierra da Leba area.",thought,Thought
308_6,308,6,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,Angola responded on the 31st with an appeal to the United Nations.,speech,Speech
308_7,308,7,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,The Angolan ambassador to Belgium and the MPLA's Politburo were especially vocal in their accusations of South African hostile activity.,speech,Speech
308_8,308,8,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,Angola's crisis ended on 2 November when the Security Council adopted another resolution condemning South Africa and calling for an immediate SADF withdrawal.,speech|thought,Mixed
308_9,308,9,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,The U.S.'s abstention from the vote was perceived unfavorably by Angola.,thought,Thought
308_10,308,10,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,There was no change in the Angola/South Africa relationship after the crisis ended and no reports of withdrawal by the SADF from Angola at the end of the raids.,,No Event
308_11,308,11,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,The stalemate continued.,,No Event
308_12,308,12,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,"There was no regional organization activity during the crisis, though earlier, on 6-20 July, the OAU Council of Ministers, as well as the OAU heads of state and government, had met to discuss the ongoing dispute between South Africa and Angola.",,No Event
308_13,308,13,CRISNO 308 RAID ON ANGOLA,RAID ON ANGOLA,Neither the U.S. nor the USSR was involved in this crisis.,,No Event
317_1,317,1,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"Iran and Iraq experienced several crises during Gulf War I, 1980-88.",,No Event
317_2,317,2,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,The first lasted from 17 September until 30 November 1980.,,No Event
317_3,317,3,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The specific focus of conflict, which erupted into full-scale war in mid-September 1980, was the Shatt-al-Arab.",,No Event
317_4,317,4,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,Despite the 1937 agreement there were interstate crises between Iran and Iraq in 1959-60 and 1969.,,No Event
317_5,317,5,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"Another agreement between them was reached in Algiers on 6 March 1975; and a more formal ""reconciliation"" treaty was signed in Baghdad on 13 June 1975 recognizing the Shatt-al-Arab as the common border between Iran and Iraq.",action,Action
317_6,317,6,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"Mis)calculating that the turmoil in Iran following the ouster of the shah offered a unique opportunity to assert Iraqi primacy over the Shatt-al-Arab, Saddam Hussein expressed dissatisfaction with the 1975 accord on several occasions in 1979.",speech,Speech
317_7,317,7,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"Relations between the two states became increasingly tense, exacerbated by growing unrest among the predominantly Arab population in Iran's southwestern province of Khuzestan.",,No Event
317_8,317,8,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,There were also increasingly shrill mutual accusations of hostility and responsibility for cross-border land and air clashes.,,No Event
317_9,317,9,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,In March 1980 Iraq began to launch commando raids into Iranian territory.,action,Action
317_10,317,10,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,On 7 April Iran placed its armed forces on full alert and responded with an anti-Iraqi propaganda campaign.,action,Action
317_11,317,11,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"On the 16th Iran announced the formation of a ""Revolutionary Islamic Army for the Liberation of Iraq"" and called upon the people of Iraq to revolt against the Ba'ath regime.",speech,Speech
317_12,317,12,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,The same day Saddam Hussein warned that war could not be excluded from the escalating conflict and demanded Iran's recognition of the Arab character of Khuzestan.,speech,Speech
317_13,317,13,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,And on 10 September he linked the clashes to Iraq's territorial claims.,,No Event
317_14,317,14,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,On 17 September 1980 President Saddam Hussein announced in Iraq's National Assembly the formal abrogation of the 1975 treaty; and he proclaimed full Iraqi sovereignty over the Shatt-al-Arab waterway.,action,Action
317_15,317,15,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"This triggered Iran's first crisis of Gulf War I. Four days later Iraqi forces launched a major offensive, occupying much of the border area including parts of Khorramshahr.",action|thought,Mixed
317_16,317,16,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,They also almost completely encircled Iran's principal oil refinery at Abadan.,action,Action
317_17,317,17,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,And on the 22nd Iraqi planes attacked six Iranian air bases and four army bases.,action,Action
317_18,317,18,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"Iran responded on the 23rd with powerful counterattacks on air bases in the heart of Iraq, at Baghdad, Basra, Mosul, Habaniya, Kut, and Nasiriya, triggering a crisis for Iraq.",thought,Thought
317_19,317,19,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The same day Iraq occupied about 120 square kilometers of Iranian territory, after encountering only minor resistance.",action,Action
317_20,317,20,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,Its main offensive was in the direction of Khuzestan and Iran's key oil facilities.,,No Event
317_21,317,21,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,By 28 September Iraq was poised to seize all of southwestern Iran.,action|thought,Mixed
317_22,317,22,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The battle raged on, with the adversaries striking oil and other economic targets, bombing towns, sinking naval vessels, etc.",action,Action
317_23,317,23,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"On 5 October both Abadan and Khorramshahr were reported to be ablaze, and the Iraqi city of al-Faw to be deserted.",action,Action
317_24,317,24,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The same day Iraq's governing body, the Revolutionary Command Council, withdrew a conditional cease-fire offer of 24 September and vowed to ""continue the just and honorable battle whatever its duration and the sacrifices required.""",speech,Speech
317_25,317,25,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,On 17 November 1980 Teheran Radio claimed that Iranian troops had driven Iraqi forces from Susangerd.,action,Action
317_26,317,26,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"On the 19th, noting the absence of any further advances by Iraqi troops, Iran's President Bani-Sadr called for ""total victory"" over Iraq's Saddam Hussein: this marked the end of Iran's crisis.",thought,Thought
317_27,317,27,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"By 30 November, according to a consensus of foreign journalists reporting from the battlefront, Iraqi forces had dug in and a stalemate followed, terminating the onset crisis -- and the first phase -- of the Iran/Iraq War.",thought,Thought
317_28,317,28,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The U.S. posture, proclaimed by President Jimmy Carter on 22 September 1980, was ""strict neutrality.""",,No Event
317_29,317,29,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"However, because of the grave danger of curtailed oil supplies to U.S. allies in Europe and Japan, by mid-October some 60 warships of the U.S., the U.K., France, and Australia were patrolling the Strait of Hormuz, the vital passageway that links the Gulf and the Indian Ocean.",action,Action
317_30,317,30,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The USSR, too, from the beginning, proclaimed a policy of strict noninterference, while accusing the U.S. of attempting to exploit the conflict for Cold War ends.",speech,Speech
317_31,317,31,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"In reality, the Soviet Union and its East European clients provided limited arms supplies to both Iran and Iraq.",action,Action
317_32,317,32,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The former also received weapons from Syria, Libya, and Israel, while France and North Korea sent arms to Iraq.",action,Action
317_33,317,33,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"There were several failed efforts to mediate the Iran/Iraq conflict in the onset phase as, in fact, throughout the eight-year war.",,No Event
317_34,317,34,CRISNO 317 ONSET IRAN-IRAQ WAR,ONSET IRAN-IRAQ WAR,"The UN Security Council unanimously called for a cease-fire, to take effect on 25 September.",speech,Speech
