source_an,source_form_codebook,source_form_numeric,source_form_raw,text,gt_protest_form
SZ_20080408_DLSTN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ_20080408_G,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20080411_SZTAA,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ_20080414_DLIL,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spontan-Demo,Demonstration / Assembly
SZ_20080421_PFMM,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ_20080423_MISSF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20080423_MISSF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20080424_BDMM,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",auf die Straße,Demonstration / Assembly
SZ_20080429_SIGSB,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20080429_WLSL,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20080430_DOVJB,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20080430_DOVJB,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Umzug,Demonstration / Assembly
SZ_20080430_DOVJB,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Transparent,Leaflet / Resolution / Open Letter
SZ_20080505_AFMM,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ_20080505_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20080509_WLSUE,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20080510_P,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ_20080519_MFT,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20080522_FAEDP,10 Streik,10.0,strike,Warnstreiks,Strike
SZ_20080523_APGNE,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
SZ_20080528_BUEPA,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakat,Leaflet / Resolution / Open Letter
SZ_20080606_BBIBU,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20080613_TSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20080614_TPAAD,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20080626_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20080701_DKF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ_20080703_PBR,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20080703_VBUDK,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",verteilten Verdi-Mitglieder vor den Eingängen Handzettel,Leaflet / Resolution / Open Letter
SZ_20080707_MNRIP,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,"eine Hausfassade auf der Robert-Matzke-Straße, Pieschen, mit drei Hakenkreuzen beschmiert.\nAußerdem zerstörten sie eine Fensterscheibe, zündeten eine Mülltonne an und warfen eine Bierflasche gegen das Haus",Attack with Damage to Property
SZ_20080707_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ_20080710_INR,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20080902_PFHSSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebungen,Demonstration / Assembly
SZ_20080902_PFHSSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebungen,Demonstration / Assembly
SZ_20080902_PFHSSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebungen,Demonstration / Assembly
SZ_20080908_FDFBU,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20080915_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20080924_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebungen,Demonstration / Assembly
SZ_20081006_BR,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",marschierten,Demonstration / Assembly
SZ_20081013_SBP,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20081013_SPGDH,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ_20081020_FDGNU,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20081105_WIDUG,10 Streik,10.0,strike,Warnstreiks,Strike
SZ_20081106_TIDM,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20081111_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20081113_SULDG,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abschlusskundgebung,Demonstration / Assembly
SZ_20081201_D,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Fackellauf,Non-verbal Protest / Cultural Event
SZ_20081219_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20090122_ANUFG,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ_20090204_QMKMU,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20090204_SCASB,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20090205_GSSIDL,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ_20090216_DGADF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",marschieren,Demonstration / Assembly
SZ_20090216_DGADF,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",tanzen,Non-verbal Protest / Cultural Event
SZ_20090216_DGADF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
SZ_20090216_DGADF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",in Bewegung,Demonstration / Assembly
SZ_20090219_N,10 Streik,10.0,strike,Warnstreiks,Strike
SZ_20090219_QMBBI,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ_20090219_QMBBI,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",offene Briefe,Leaflet / Resolution / Open Letter
SZ_20090220_WMBQU,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20090226_N,10 Streik,10.0,strike,Warnstreiks,Strike
SZ_20090303_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20090320_DRUDC,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20090326_EIF,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20090330_HZDDH,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ_20090330_HZDDH,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Transparenten,Leaflet / Resolution / Open Letter
SZ_20090407_MBAAA,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20090411_QMWAA,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ_20090411_QMWAA,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",In einem Brief,Leaflet / Resolution / Open Letter
SZ_20090427_N,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20090427_PGDER,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Rad-Demonstration,Demonstration / Assembly
SZ_20090430_SAEBA,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Protestcafé,Non-verbal Protest / Cultural Event
SZ_20090430_SAEBA,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakatwand,Leaflet / Resolution / Open Letter
SZ_20090502_DWDMI,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ_20090502_MDC,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Maikundgebungen,Demonstration / Assembly
SZ_20090513_AABKI,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ_20090513_BAEVS,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20090515_LUJAE,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Transparent,Leaflet / Resolution / Open Letter
SZ_20090529_DHEIS,10 Streik,10.0,strike,gestreikt,Strike
SZ_20090529_DHEIS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20090529_DHEIS,10 Streik,10.0,strike,gestreikt,Strike
SZ_20090606_N,10 Streik,10.0,strike,Streiks,Strike
SZ_20090611_VBMFI,10 Streik,10.0,strike,in den Ausstand getreten,Strike
SZ_20090615_PBTDD,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20090616_SPGSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestversammlung,Demonstration / Assembly
SZ_20090618_WBMLA,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ_20090618_WBMLA,"11 Blockade, Sit in",11.0,"blockade, sit-in",Sitzend hindern sie Autos und Straßenbahnen an der Weiterfahrt,Blockade / Sit-in
SZ_20090625_DGSS,10 Streik,10.0,strike,gestreikt,Strike
SZ_20090625_DGSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20090713_WSSRFE,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Trauerfeier,Demonstration / Assembly
SZ_20090729_HSU,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",in einem offenen Brief,Leaflet / Resolution / Open Letter
SZ_20090820_BBTTI,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20090820_SBO,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20090824_DNWWM,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Wahlkampfkundgebung,Demonstration / Assembly
SZ_20090824_DNWWM,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20090827_SSG,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
SZ_20090914_BWSOE,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20090918_SPIC,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ_20091109_USAEN,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,wurden unter anderem Hakenkreuze an das Haus geschmiert,Attack with Damage to Property
SZ_20091112_DMRZB,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ_20091113_CCW,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20091116_ADS,"11 Blockade, Sit in",11.0,"blockade, sit-in",friedlichen Besetzung,Blockade / Sit-in
SZ_20091130_ABDBL,"14 Unterschriftensammlung, Petition",14.0,petition,Petitionen,Petition
SZ_20091222_IKNNR,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestmarsch,Demonstration / Assembly
SZ_20100106_NGU,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Alleebäume zwischen Hoyerswerdaer und Glacisstraße mit Namen versah,Non-verbal Protest / Cultural Event
SZ_20100416_NLV,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestzug,Demonstration / Assembly
SZ_20100511_PEGH,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",13-seitigen Papier,Leaflet / Resolution / Open Letter
SZ_20100511_TGFVT,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",offenen Brief,Leaflet / Resolution / Open Letter
SZ_20100617_SLDL,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ_20100618_OOUJL,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
SZ_20100618_OOUJL,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20100618_OOUJL,"11 Blockade, Sit in",11.0,"blockade, sit-in",Sitzblockade,Blockade / Sit-in
SZ_20100629_LCW,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
SZ_20100715_NNW,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenaktion,Petition
SZ_20100724_BHU,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20100817_BPP,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20100821_CBU,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenliste,Petition
SZ_20100830_RTZS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ_20100909_SOEIS,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Flugblätter,Leaflet / Resolution / Open Letter
SZ_20100910_F,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ_20100914_GOFFR,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20100920_HDGR,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ_20100930_FVDL,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ_20101001_PSSD,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ_20101104_DGSS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Großdemonstration,Demonstration / Assembly
SZ_20101110_FWL,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20101115_PGS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ_20101201_WBDDS,10 Streik,10.0,strike,Warnstreik,Strike
SZ_20101204_GRPZS,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
SZ_20101211_BPA,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakaten,Leaflet / Resolution / Open Letter
SZ_20101221_UEN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ_20101222_PDS,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Kunstaktion mit Leuchtschriften,Non-verbal Protest / Cultural Event
LEIPZV_20090103_APFDZ,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
