source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_democratic_168.0,Democratic,1948.0,168.0,19,1925.0,40.0,"We urge the vigorous promotion of world-wide freedom in the gathering and dissemination of news by press, radio, motion pictures, newsreels and television, with complete confidence that an informed people will determine wisely the course of domestic and foreign policy.",International Affairs
cap_party_democratic_169.0,Democratic,1948.0,169.0,19,1925.0,22.0,We believe the primary step toward the achievement of world-wide freedom is access by all peoples to the facts and the truth.,International Affairs
cap_party_democratic_170.0,Democratic,1948.0,170.0,19,1925.0,41.0,"To that end, we will encourage the greatest possible vigor on the part of the United Nations Commission on Human Rights and the United Nations Economic and Social Council to establish the foundations on which freedom can exist in every nation.",International Affairs
cap_party_democratic_171.0,Democratic,1948.0,171.0,2,207.0,29.0,We deplore the repeated attempts of Republicans in the 80th Congress to impose thought control upon the American people and to encroach on the freedom of speech and press.,Civil Rights
cap_party_democratic_172.0,Democratic,1948.0,172.0,17,1798.0,25.0,We pledge the early establishment of a national science foundation under principles which will guarantee the most effective utilization of public and private research facilities.,Technology
cap_party_democratic_173.0,Democratic,1948.0,173.0,20,2004.0,17.0,"We will continue our efforts to improve and strengthen our federal civil service, and provide adequate compensation.",Government Operations
cap_party_democratic_174.0,Democratic,1948.0,174.0,10,1007.0,10.0,We will continue to maintain an adequate American merchant marine.,Transportation
cap_party_democratic_175.0,Democratic,1948.0,175.0,19,1900.0,16.0,We condemn Communism and other forms of totalitarianism and their destructive activity overseas and at home.,International Affairs
cap_party_democratic_176.0,Democratic,1948.0,176.0,19,1900.0,20.0,We shall continue to build firm defenses against Communism by strengthening the economic and social structure of our own democracy.,International Affairs
cap_party_democratic_177.0,Democratic,1948.0,177.0,2,209.0,43.0,"We reiterate our pledge to expose and prosecute treasonable activities of anti-democratic and un-American organizations which would sap our strength, paralyze our will to defend ourselves, and destroy our unity, inciting race against race, class against class, and the people against free institutions.",Civil Rights
cap_party_democratic_178.0,Democratic,1948.0,178.0,2,209.0,29.0,"We shall continue vigorously to enforce the laws against subversive activities, observing at all times the constitutional guarantees which protect free speech, the free press and honest political activity.",Civil Rights
cap_party_democratic_179.0,Democratic,1948.0,179.0,2,209.0,20.0,"We shall strengthen our laws against subversion to the full extent necessary, protecting at all times our traditional individual freedoms.",Civil Rights
cap_party_democratic_180.0,Democratic,1948.0,180.0,19,1900.0,15.0,We recognize that the United States has become the principal protector of the free world.,International Affairs
cap_party_democratic_181.0,Democratic,1948.0,181.0,19,1925.0,15.0,The free peoples of the world look to us for support in maintaining their freedoms.,International Affairs
cap_party_democratic_182.0,Democratic,1948.0,182.0,19,1900.0,24.0,"If we falter in our leadership, we may endanger the peace of the worldââ âÃand we shall surely endanger the welfare of our own nation.",International Affairs
cap_party_democratic_183.0,Democratic,1948.0,183.0,16,1608.0,19.0,For these reasons it is imperative that we maintain our military strength until world peace with justice is secure.,Defense
cap_party_democratic_184.0,Democratic,1948.0,184.0,16,1604.0,22.0,"Under the leadership of President Truman, our military departments have been united and our Government organization for the national defense greatly strengthened.",Defense
cap_party_democratic_185.0,Democratic,1948.0,185.0,16,1604.0,32.0,"We pledge to maintain adequate military strength, based on these improvements, sufficient to fulfill our responsibilities in occupation zones, defend our national interests, and to bolster those free nations resisting Communist aggression.",Defense
cap_party_democratic_194.0,Democratic,1952.0,194.0,16,1605.0,24.0,Our nation has entered into an age in which Divine Providence has permitted the genius of man to unlock the secret of the atom.,Defense
cap_party_democratic_195.0,Democratic,1952.0,195.0,16,1605.0,51.0,"No system of government can survive the challenge of an atomic era unless its administration is committed to the stewardship of a trustee imbued with a democratic faith, a buoyant hope for the future, the charity of brotherhood, and the vision to translate these ideals into the realities of human government.",Defense
cap_party_democratic_196.0,Democratic,1952.0,196.0,16,1605.0,15.0,"The Government of the United States, administered by the Democratic Party, is today so entrusted.",Defense
cap_party_democratic_197.0,Democratic,1952.0,197.0,19,1900.0,42.0,"The free choice of the Democratic Party by the people of America as the instrument to achieve that purpose will mean world peace with honor, national security based on collective pacts with other free nations, and a high level of human dignity.",International Affairs
cap_party_democratic_198.0,Democratic,1952.0,198.0,16,1600.0,20.0,"National survival demands that these goals be attained, and the endowments of the Democratic Party alone can assure their attainment.",Defense
cap_party_democratic_199.0,Democratic,1952.0,199.0,16,1600.0,39.0,"For twenty years, under the dedicated guidance of Franklin Delano Roosevelt and Harry S. Truman, our country has moved steadily along the road which has led the United States of America to world leadership in the cause of freedom.",Defense
cap_party_democratic_200.0,Democratic,1952.0,200.0,16,1600.0,9.0,We will not retreat one inch along that road.,Defense
cap_party_democratic_201.0,Democratic,1952.0,201.0,16,1600.0,34.0,"Rather, it is our prayerful hope that the people, whom we have so faithfully served, will renew the mandate to continue our service and that Almighty God may grant us the wisdom to succeed.",Defense
cap_party_democratic_202.0,Democratic,1952.0,202.0,1,100.0,39.0,"An objective appraisal of the past record clearly demonstrates that the Democratic Party has been the chosen American instrument to achieve prosperity, build a stronger democracy, erect the structure of world peace, and continue on the path of progress.",Macroeconomics
cap_party_democratic_203.0,Democratic,1952.0,203.0,15,1500.0,42.0,"Democratic Party policies and programs rescued American business from total collapse from the fatal economic consequences of watered stock, unsound banks, useless and greedy holding companies, high tariff barriers, and predatory business practices, all of which prevailed under the last Republican administrations.",Domestic Commerce
cap_party_democratic_204.0,Democratic,1952.0,204.0,15,1500.0,37.0,"Democratic policies have enabled the Federal Government to help all business, small and large, to achieve the highest rate of productivity, the widest domestic and world markets, and the largest profits in the history of the Nation.",Domestic Commerce
cap_party_democratic_205.0,Democratic,1952.0,205.0,15,1500.0,26.0,"The simple fact is that today there are more than four million operating business enterprises in this country, over one million more than existed in 1932.",Domestic Commerce
cap_party_democratic_206.0,Democratic,1952.0,206.0,15,1500.0,11.0,Corporate losses in that fateful year were over three billion dollars;,Domestic Commerce
cap_party_democratic_207.0,Democratic,1952.0,207.0,15,1500.0,13.0,"in 1951, corporate profits, after taxes, reached the staggering total of eighteen billion.",Domestic Commerce
cap_party_democratic_208.0,Democratic,1952.0,208.0,4,400.0,43.0,"Democratic policies and programs rescued American agriculture from the economic consequences of blight, drought, flood and storm, from oppressive and indiscriminate foreclosures, and from the ruinous conditions brought about by the bungling incompetence and neglect of the preceding twelve years of Republican maladministration.",Agriculture
cap_party_democratic_209.0,Democratic,1952.0,209.0,4,400.0,34.0,"Economic stability, soil conservation, rural electrification, farm dwelling improvement, increased production and efficiency and more than sevenfold increase in cash income have been the return to farmers for their faith in the Democratic Party.",Agriculture
cap_party_democratic_210.0,Democratic,1952.0,210.0,5,500.0,21.0,Democratic labor policies have rescued the wage earners in this country from mass unemployment and from sweatshop slavery at starvation wages.,Labor and Immigration
cap_party_democratic_211.0,Democratic,1952.0,211.0,5,500.0,20.0,"Under our Democratic administrations, decent hours, decent wages, and decent working conditions have become the rule rather than the exception.",Labor and Immigration
cap_party_democratic_212.0,Democratic,1952.0,212.0,5,504.0,28.0,"Self organizations of labor unions and collective bargaining, both of which are the keystone to labor management, peace and prosperity, must be encouraged, for the good of all.",Labor and Immigration
