text,gt_event_type
"Demonstrators clashed with police outside the house of Murtaza Bhutto, Al-Murtaza, blocking a condolence call by President Farooq Leghari.  Groups of about 150 people also threw rocks at passing vehicles,  broke hotel windows and trashed a bank, government school and the reception area of hotels.  When the police tried to stop them, the protesters attack them sticks and stones. But no exchange of fire took place. The angry demonstrators were protesting against the killing of Mir Murtaza Bhutto.",VIOLENT_POLITICAL_DEMONSTRATION
" a shutter-down strike was observed in many arts of Sukkur in protest against the Kalabagh dam. JSQM workers staged a demonstration at Sukkur Bypass, Garam Godi,Militray Road, Thermal Colony, Clock Tower, New Pindi and other areas. They burnt tyres and chanted slogans. the police arrested some activists. in Daharki the police arrested 10 activists of the JSQM for pelting stones at vehicles.",VIOLENT_POLITICAL_DEMONSTRATION
"Syed Qamar Abbas, a former provincial minister and senior vice-president of the People's Party Parlimentarians NWFP was shot dead. He was on his way on a motorcycle with one Akhunzada Muhammad Ali when some people opened fire on them. Mr. Abbas was nominated in a case about the death in an election clash about 10 years ago of Shabbit Bilour, son of Awami National Party leader Ghulam Ahmed Bilour. Mohammad Ali was son of Fiqah-i-Jafariyah Pakistan leader Akhunzada Anwer Ali who was shot dead four years ago.",ASSASSINATION
"Unidentified gunmen opened fire at a roadside, injuring three passers-by.",TERRORISM
"Unknown men, waiting outside Abdul Rauf's house, chased Abdul Rauf and shot him when he was returning from work. The Afaq Ahmed-led faction of MQM-H claimed that he was a party worker associated with the Landhi area.",ASSASSINATION
"A man allegedly murdered his married sister and her paramour in Dollowana village. The woman had allegedly developed relations with Sher Muhammad of her native village, seperated from her husband and come back to her parents' house. Her brother shot her and her lover dead when he saw them together.",ASSASSINATION
Several medical students were injured when police baton charged their protest rally. They wanted to secure admissions in the medical colleges. The police arrested 14 students.,VIOLENT_POLITICAL_DEMONSTRATION
Militants attacked three empty houses of IDPs in frontier region of Kohat on Wednesday. However no loss of life was reported.,TERRORISM
A clash erupted between Dahani and Bijarani tribes in which one perosn was killed and ten were injured.,OTHER
A body of a young man bearing torture marks was found in a graveyard.,ASSASSINATION
District Nazim of Dera Bugti claims two Frontier Corps personnel were killed in a heavy gunbattle between security forces and tribesmen in Tegha area of Dera Bugti.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
A large number of people blocked the Khokhar Road for over two hours in protest against the killing of a woman by a bus. The protesters burnt tyres and chanted slogans against the Transport company and the police. The protesters dispersed when some senior police officers assured them that legal action would be taken against the bus driver.,VIOLENT_POLITICAL_DEMONSTRATION
Four people were kiolled and three others injured hwne rival groups clashed over a land dispute,RIOT
one mosque was destroyed and several houses were partially damaged during shelling.,GOV_ATTACK_ON_NONSTATE_COMBATANTS
A nine year old girl was injured by sniper bullets in the PECHS area.,OTHER
"A political rivalry had developed between two people, Anjum and Ashiq, during the previous general elections which led to the former attacking and killing the latter. ",ASSASSINATION
"Security forces opened fire in Kharwanai area, killing a man in a shop.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
a military convoy going from Miramshah to Bannu was hit by an explosive device detonated by remote control.,GUERILLA_ATTACK_ON_GOV_FORCES
A constable was shot and killed when he stopped two unidentified men on the M. A. Jinnah Road.,ASSASSINATION
"According to MQM, Haqiqi men ransacked the offices of two of their activists' offices in Malir.",TERRORISM
A young boy was injured in crossfire between rival groups near Jail Road. No information regarding the groups or the cause of firing Is reported.,RIOT
"Dr. Ishrat Hussain, a resident of Azizabad, was near his clinic when unidentified men intercepted his car and shot him dead. The family stated that a few days ago, some men had come to their home and inquired about their sect. ",ASSASSINATION
The body of an unidentified man was found in the fields in Raiwind area. He had been shot in the head. ,OTHER
40 people were injured in day long pitched battles between supporters of Mir Murtaza Bhutto and the police who barred the activists to reach the main terminal to receive him.,GOV_ATTACK_ON_CIVILIANS
"Militants blew up a government girls primary school in the Adezai area of Peshawar. According to sources, militants planted five explosive devices on the three-storey building and detonated them by remote. ",TERRORISM
"Rival religious groups, Lashkar-i-Islam and Ansar-ul-Islam clashed in Landi Kotal after a jirga comprising of local Jamiat-Ulema-i-Islam failed to negotiate a ceasefire between the groups. Two people were killed and two others were injured in the clash.",RIOT
A housewife was found dead in her bedroom under mysterious circumstances. The neighbours discovered the body.,ASSASSINATION
"12 militants were killed in a US drone fired missile on the suspected headquarters of the local Taliban chief in Khadezai area. 2 women were also killed in the attack. Thirteen people were injured. Hakimullah Mehsud, a Taliban commander loyal to Baitullah Mehsud said that 6 of his fighters had been killed in the missile attack and he vowed revenge.",DRONE_ASSASSINATION
"As part of the MQM protest day against the victimisation and arrest of its women workers, a total strike was observed throughout the troubled localities in Karachi. Eleven persons were wounded in heavy shooting incidents in Saeedabad. ",TERRORISM
A checkpost of the Bajaur scouts and Levies force came under rocket attack and heavy gunfire. The security forces exchanged fire with the attackers who had laid siege.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Two persons were shot at and wounded near Nairang Cinema (Liaquatabad) by some unidentified persons who fired at them from a passing vehicle.According to an unofficial report, one of the injured later died.",TERRORISM
6 persons were injured in election relatedd violence in Shahdadpur Taluka.,RIOT
"A head constable of the police, Mohammad Panha was gunned down inside his own house. The BLA claimed responsibility for the attack. ",ASSASSINATION
"10 trucks of a convoy returning from Afghanistan were torched on the Peshawar-Torkham highway. Hazrat Ali and Hazrat Nabi, two wanted men had claimed responsibility for the attack. A fine of Rs. 20 million was placed on the Shinwari tribe for its failure to surrender them.",TERRORISM
A man in his early 30's was found wounded by a bullet in his car. He was taken to the hospistal where he died. The police could not solve the murder.,ASSASSINATION
The burnt body of a woman was found near the Punjab University New Campus. ,ASSASSINATION
"Following an attack on the ANP Information Secretary, ethnic violence erupted in other parts of Orangi as the city police chief Saud Ahmed Mirza described it as \political and definitely ethnic\"". Two passengers were killed and three others were wounded when a bus came under fire by unidentified men in Qasba Colony. """,TERRORISM
"Shuja, a ninth class student, was shot dead when a stray bullet hit him. Some student activists were released from Central Jail Bahawalpur. As they were coming out, some students belonging to a rival organization allegedly fired shots at them. Shuja, who happened to be passing by, was hit by a stray bullet and died.",RIOT
"Six air force personnel and seven other people were killed when a car bomb epxloded near a bridge on Peshawar-Kohat road. It was not clear whether the attack was a suicide mission or not. According to BBC, Taliban have claimed the responsibility for the attack.",GUERILLA_ATTACK_ON_GOV_FORCES
a jeweller was shot dead in the Inayat Kallay area by unidentified motorcyclists.,ASSASSINATION
Two people were killed and 32 others injured when a bomb went off in a cinema in Mingora. The cinema was packed to its full capacity and many were injured in the ensuing stampede.,TERRORISM
CDG officials and the police were injured while carrying out an operation against the sale of porn CDs. The traders pelted them with stones injuring two of them.,VIOLENT_POLITICAL_DEMONSTRATION
