source_id,source_split,source_row,source_dataset,source_target_mention,text,gt_stance_toward_trump
trump_train_174,train,174,Kawintiranon,0.0,as a vermonter transplanted to #scpol let me explain this for my yankee brethren: @USER is attacking @USER at the #demdebate over the fact that @USER suggested black legislators were only supporting steyer b/c they were paid to. HTTP,Neutral
trump_train_175,train,175,mtsd,1.0,"NEVER in US History Has a past 'FirstLady\ been Elected #POTUS! Are U F'ing Joking with #Hillary2016 BS? Bill is a LYING PERVERT! #TRUMP2016""",Support
trump_train_176,train,176,Titling,1.0,@realDonaldTrump I knew that trump would make America great again,Support
trump_train_177,train,177,mtsd,1.0,#GOPDebate it looks like #DonaldTrump is the front runner with #TedCruz. #MarcoRubio would be running mate. Rest all were a washout.,Support
trump_train_178,train,178,constance,0.0,RT @mollycrabapple: And now the pundits weigh in #DebateNight,Oppose
trump_train_179,train,179,Titling,1.0,"@sallybmccarty @LadyLibertyInEx @carolepheart @Kenfriend5 @ThereseOSulliv2 @RealJamesWoods @realDonaldTrump Oh, let me guess bubble brain, that makes him President Donald Trump, 45th president of the United States of America 🇺🇸",Oppose
trump_train_180,train,180,semeval,0.0,I am not sure who is coming from other countries but I will assume they must be bad cause I am rich.,Neutral
trump_train_181,train,181,mtsd,1.0,@FortuneMagazine well I said no lol but I hope he does. #Trump2016 is just want the @GOP deserves. #TedCruz2016 will work too. LMFAO,Oppose
trump_train_182,train,182,Kawintiranon,1.0,"if all the people who said they would move out of the us if trump got elected, we wouldn’t be seeing cities on fire, people dying and innocent civilians attacked and destroyed. @USER @USER @USER @USER @USER @USER #trump2020",Support
trump_train_183,train,183,Kawintiranon,1.0,"@USER trump has his downfalls, we all do, but at the end of the day he is taking action for all americans. \n#maga\n#trump2020 \n#whatdoesbidenreallydofortheamericanpeople HTTP",Support
trump_train_184,train,184,Kawintiranon,0.0,@USER freemason catalyzed us deracination projects currently underway:\n\nvaccinations\nclimate (fires)\nnafta\nusmca\nnau\nvacate ca\ncv pandemic\nboa militance\nradicalized dom infrastructures\n#maga vaccination mandates\n\ncheri jo bates is a typical example of freemason multi-agency solidarity. HTTP,Neutral
trump_train_185,train,185,mtsd,1.0,"If #TedCruz wins Iowa, will he dent #DonaldTrump in N.H? And if he makes a surge there, what will that mean for #JohnKasich?",Oppose
trump_train_186,train,186,Titling,1.0,@MarcusC22973194 This as been a stitch up between USA WH TRUMP KUSHNER NETANYAHU. IT STINKS! GOP collusion with USA Jewish Lobby?? GOOD/BAD - it is wrong!,Oppose
trump_train_187,train,187,mtsd,1.0,"@realDonaldTrump #Cruz is a snake.We don't trust the man. He's lied about vote history, knocks your ideas,then copies em.\n#NoCruz #Trump2016",Support
trump_train_188,train,188,constance,1.0,"RT @desmoinesdem: HRC says Trump even complained Emmys were rigged because he didn't get one for his show. He interrupts, \\""I should have got it.\""\"" !!! #debate""",Oppose
trump_train_189,train,189,Kawintiranon,1.0,hitler and trump: what do they have in common? #democraticdebate HTTP,Oppose
trump_train_190,train,190,Kawintiranon,1.0,"@USER same way trump paid so little in taxes,\n\nhe played and took advantage of the corrupt system put in place by those before him",Oppose
trump_train_191,train,191,Kawintiranon,0.0,“will you shut up man” #debates2020 #bidenharris2020 👏🏼👏🏼👏🏼👏🏼,Oppose
trump_train_192,train,192,mtsd,1.0,"Who thought after the 60's &amp; the Civil Rights struggles we'd be seeing ass-turds like #DonaldTrump, #TedCruz, #MarcoRubio running the #GOP?!",Oppose
trump_train_193,train,193,Kawintiranon,1.0,".@USER can’t draw a crowd,at all! #laughingstock #sleepyjoebiden check out any @USER rally! #energy #freeland #freelandmichigan #trump2020landslide #trump2020 #jobs #stockmarket #liberalismisamentaldisorder",Support
trump_train_194,train,194,constance,1.0,"RT @lourdesmeluza: Did you use the 916 mill loss in your tax return to avoid paying federal income taxes? Trump: \\""Of course I do\""\"". \""\""I absolutely used it\""\"".""",Oppose
trump_train_195,train,195,Titling,1.0,"As Trump Keeps U.S. #Oil Companies From #Iran, #Russia and #China Step in by Julian Lee @gadfly #OOTT",Neutral
trump_train_196,train,196,mtsd,1.0,"@nytimes \nEasy. All 3 suck. The Republican Party, Ted Cruz &amp; Donald Trump. They were made for each other.🙇🏻\n#TedCruz #DonaldTrump #GOP",Neutral
trump_train_197,train,197,constance,1.0,RT @originalspin: A message to @realDonaldTrump from Ronald Reagan's daughter.,Oppose
trump_train_198,train,198,Kawintiranon,1.0,"#trumpfamilycrimesyndicate \n#trumpcancercharitytheft \n#grifterinchief \n#donthecon \n#trumptaxes \n\n#votebluetosaveamerica \n\ntrump is secretly paying one son’s wife and another son’s girlfriend $180,000 each – using campaign donor money. HTTP",Oppose
trump_train_199,train,199,Kawintiranon,1.0,wisconsin governor urges trump not to come to kenosha HTTP\n#dumptrump,Oppose
trump_train_200,train,200,Kawintiranon,1.0,@USER @USER @USER thank you. trump seems to think he's a dictator...we must stop him. #countryoverparty #biden2020,Oppose
trump_train_201,train,201,mtsd,1.0,The #GOPe narrative that #Trump can't beat #hillary has been shattered~watching them squirm is gonna be EPIC.\n\n#Trump2016 #tcot,Support
trump_train_202,train,202,mtsd,1.0,"#growingupwithmyname People think that I'm sexist. #HillaryClinton told me, its much better than #DonaldTrump Damn! Shes so wise #imwithher",Oppose
trump_train_203,train,203,Kawintiranon,0.0,did somebody just wake grandpa up from his nap? #rnc2020,Neutral
trump_train_204,train,204,Titling,1.0,Dr. Shackleford Ph.D on Twitter #Trump #Democrats,Support
trump_train_205,train,205,Kawintiranon,0.0,"this is a great idea! let whiny ass liberals try their socialist, pc, cancel culture utopia in fucktardistan. dont come crying when it fails 🤣 #democratsaredestroyingamerica #maga HTTP",Support
trump_train_206,train,206,Kawintiranon,1.0,@USER #maga #kag #trump2020 #trump2020landslide y’all need this the most,Support
trump_train_207,train,207,mtsd,1.0,@HillaryClinton has the endorsement of 12 current Governors and 38 current Senators. #TedCruz &amp; #DonaldTrump have ZERO. Whats that tell you?,Neutral
trump_train_208,train,208,Titling,1.0,"@johndarvall the voice of Donald Trump is rather annoying, how does someone so rich sound so common and talk such rubbish",Oppose
trump_train_209,train,209,semeval,1.0,I admire how real and unapologetic Donald Trump is on his Political standpoints,Support
trump_train_210,train,210,Titling,1.0,"Donald J. Trump @POTUS is doing great damage to America. Towns, cities and states throughout the U.S. are being hurt! #LockHimUp",Oppose
trump_train_211,train,211,Kawintiranon,0.0,"@USER and it doesn't seem to matter how many times he gets caught in a lie, tbey won't leave his side. so pathetic. #voteblue #bidenharris2020",Oppose
trump_train_212,train,212,Titling,1.0,"@realDonaldTrump Secret Service spent $35,000 thru April on golf cart rentals at the Trump Mar-a-Lago resort in Florida, CBS News reported.",Oppose
trump_train_213,train,213,Kawintiranon,1.0,"@USER @USER biden calling trump \clown\"" \""fool\"" and \""shut up man\"" is something i'll take away.\nthat shows that #joebiden is mean, nasty, and has no respect for the president of the united states or the office""",Support
trump_train_214,train,214,mtsd,1.0,"When @realDonaldTrump returns home; tail dragging btwn legs, he's gonna change name of #TrumpTowers to #GrumpTowers = Kick-A #Hillary2016!",Oppose
trump_train_215,train,215,semeval,1.0,@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General.,Support
trump_train_216,train,216,mtsd,1.0,"All Presidents in the history of EVER can't bring back one life. Do that, I'll be impressed. #BernieSanders #HillaryClinton #DonaldTrump",Neutral
trump_train_217,train,217,Kawintiranon,1.0,new lincoln project ad offers hopeful message about sending ‘weak’ trump packing - #biden #harris #trump #gop #republican #democrat #democrats #covid19 #covid #coronavirus #usps HTTP,Neutral
trump_train_218,train,218,constance,0.0,"RT @alex_abads: Can we just take this moment to remember that Janet Jackson wrote \\""Nasty\""\"" because of abusive men in her life. #debatenight #nastywomen""",Oppose
trump_train_219,train,219,mtsd,1.0,Remember when things like a Dean scream would get you kicked out of a Presidential race? #DonaldTrump #BenCarson #TedCruz,Oppose
trump_train_220,train,220,Kawintiranon,1.0,the democrats are too busy digging up dirt on each other and finding new ways to assassinate each other’s character to ensure nobody votes for anybody on the democratic side... 🤣 trump wins in a landslide. #demdebate,Support
trump_train_221,train,221,mtsd,1.0,I could've sworn #DonaldTrump said he was a winner. Lol. He's been scared of that fool #TedCruz for a while. Why he brought up citizenship,Oppose
trump_train_222,train,222,mtsd,1.0,"\@bradleygay: #TedCruz is reeling off lies about #DonaldTrump faster than you can say Sean #Hannity. Holy smokes.\"" He is going for broke.""",Support
trump_train_223,train,223,Titling,1.0,@JoshuaGrubbsPhD @jk_rowling @theipaper Isn't his belief in white supremacy part and parcel of Trump's pathological narcissism?,Oppose
trump_train_224,train,224,Titling,1.0,"@FoxNews @KatrinaPierson Not only is Trump going down, but his corrupt Business empire is going down as well. He should have stayed a private criminal.",Oppose
trump_train_225,train,225,Kawintiranon,1.0,are you better off than you were 4 years ago? how americans see biden and trump's ability to tackle the economy HTTP,Neutral
trump_train_226,train,226,Kawintiranon,1.0,can you believe kennedy lost in massachusetts? because he's not radical enough. \n#trumprally #trumprallylatrobe #maga #maga2020,Support
trump_train_227,train,227,Kawintiranon,1.0,just 71 days...\n\ntoday's truths:\n\ntrump did not discover plasma therapy...and it has not been proven effective 35% of the time.\n\nhydroxychloroquine is still medically ineffective against covid-19 and not recommended due to side effects.\n\n#voteblue2020,Oppose
trump_train_228,train,228,Kawintiranon,1.0,"@USER @USER living in hi, many depend on #usps as private mail/shipping options cost more. we need to #saveusps, but there’s time to make other plans to make sure everyone votes &amp; that their ballots are counted~just take that fucker out of the voting equation #bidenharris2020 #fucktrump",Oppose
trump_train_229,train,229,constance,0.0,"Hannity would back me up, but no one will call him. What. The. Eff. #DebateNight #Debates",Oppose
trump_train_230,train,230,mtsd,1.0,Trumplestiltskin\nNow that we know your full name we can finally banish you!\n#GOPDebate #Trump #Trump2016 #FeelTheBern #Hillary,Oppose
trump_train_231,train,231,mtsd,1.0,#DonaldTrump says #TedCruz is worse than #HillaryClinton . Trump is already doing free campaign ads for Democrats.,Oppose
trump_train_232,train,232,mtsd,1.0,Apparently there was a large terror plot foiled in Houston today. FBI has one refugee in custody on terrorism charges.\n#DonaldTrump #TedCruz,Neutral
trump_train_233,train,233,mtsd,1.0,@keksec_org @realDonaldTrump On Election Day #Hillary2016 will taste victory while #Trump2016 is grasping limp hotdogs in the rain!,Oppose
trump_train_234,train,234,Kawintiranon,0.0,"#gop #healsact protects corps from lawsuits from immune compromised workers from returning to work during covid19 instead of providing funding, procedures to open safely and adequate ppe. they would rather americans get sick (and possibly die) instead of #extendthe600",Neutral
trump_train_235,train,235,Kawintiranon,1.0,@USER @USER um no. i was a certified bernie voter and i'm voting for trump for many reasons. so he can add me and a few others that i know who are voting republican for the first time.,Oppose
trump_train_236,train,236,mtsd,1.0,"@realDonaldTrump Best of luck with #trump2016 The Donald is strong in Iowa #Hillary2016 if you can't handle your man, you can't handle Iran",Support
trump_train_237,train,237,Kawintiranon,0.0,@USER you're still believing #liberal are best...so disappointing!,Neutral
trump_train_238,train,238,mtsd,1.0,"#TedCruz is over joyed to apologize to millions of New Yorkers, but his feud w/ #DonaldTrump isn't over, &amp; the fat lady is still in bed 🍎",Neutral
trump_train_239,train,239,mtsd,1.0,"I'm persuaded #DonaldTrump is right when he says \ #Hillary says something, then disappear 3 days, to rest cause she's tired \"". #Hillary2Old""",Support
trump_train_240,train,240,mtsd,1.0,#morningjoe is such a hypocrite! He likes #HillaryClinton when she is saying crap about #DonaldTrump. He's hallow inside!!!,Neutral
trump_train_241,train,241,Titling,1.0,Russia says talks underway on joint U.S. cybersecurity unit - President Trump 1st mentioned prospect of joint w...,Neutral
trump_train_242,train,242,constance,1.0,RT @YourAnonNews: Reminder that @realdonaldtrump once retweeted a fake ISIS video from @4chan to libel a protester,Oppose
trump_train_243,train,243,mtsd,1.0,"#DonaldTrump is crazily linking #Hillary with the #BillCosby scandal. Screamed Coz, \No way in Hell was I ever that desperate to sex her!\""""",Support
