text,target,gt_stance,target_short
Why did you lie about the #Benghazi subpoena? @HillaryClinton  No wonder no one trusts you.,Hillary Clinton,AGAINST,Clinton
"@JoanOfArgghh I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN",Hillary Clinton,AGAINST,Clinton
Controlling #illegalimmigration is Now Racist According to @ChrisCuomo #NewDayCNN  Let's Bash #Trump ALL Day AGAIN #morningjoe,Hillary Clinton,NONE,Clinton
Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot,Hillary Clinton,AGAINST,Clinton
During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again,Hillary Clinton,AGAINST,Clinton
Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON!,Hillary Clinton,FAVOR,Clinton
@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn't ask @HillaryClinton the tough questions.,Hillary Clinton,AGAINST,Clinton
@HillaryClinton : Women deserve a better candidate for the HIGH HONOR of first woman President. We ALL do!,Hillary Clinton,AGAINST,Clinton
@HillaryNews #GoKatie Ted you're not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG,Hillary Clinton,FAVOR,Clinton
"I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL.",Hillary Clinton,FAVOR,Clinton
"@NoahCRothman ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot",Hillary Clinton,AGAINST,Clinton
#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards,Hillary Clinton,AGAINST,Clinton
Enjoyed @jamiaw article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens,Hillary Clinton,FAVOR,Clinton
GW Bush gives $100K speech to wounded vets...then sells uranium to Russia. Oh wait.,Hillary Clinton,NONE,Clinton
@_Holly_Renee I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton,Hillary Clinton,AGAINST,Clinton
GOP Busted Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press,Hillary Clinton,AGAINST,Clinton
"@Chairmnoomowmow @DrMartyFox I'm on team ""Anyone other than Hillary",Hillary Clinton,AGAINST,Clinton
@HillaryClinton Are those women #BillClinton's next targets for assault? #MonicaLewinsky #WarOnWomen #HillaryClinton #tlot,Hillary Clinton,AGAINST,Clinton
Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press,Hillary Clinton,AGAINST,Clinton
you can't bitch at me for donating to Dems.  Only way to get business done with them is to grease the skids #bribe #paytoplay,Hillary Clinton,AGAINST,Clinton
People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,AGAINST,Clinton
@iaaronmitch Right now I think we're all sending special thanks to Donald Trump.,Hillary Clinton,AGAINST,Clinton
@peddoc63 @steph93065 @ChrisHollyMusic she's needs an Orange pantsuit! Permanently! #hillaryforprison #wakeupamerica #pjnet,Hillary Clinton,AGAINST,Clinton
hey @HillaryClinton when you LIED about the lack of a subpoena...you REALLY thought you wouldn't get caught? #LIAR #Corruptocrat,Hillary Clinton,AGAINST,Clinton
"@HillaryClinton lies just for the fun of it, its CRAZY!!!!! #NoHillary #WhyImNotVotingForHillary",Hillary Clinton,AGAINST,Clinton
@murphymike @blakehounshell @ScottFConroy let's see jebs emails from 2000 when he helped his idiot brother steal the presidency,Hillary Clinton,AGAINST,Clinton
I BLOCKED 2 Liberals Today!..A Very Good Thursday! #GODBLESSTHEUSA #HardCoreAmericanConservative #2A #NRA #ArticleV  #NoMoreBushes,Hillary Clinton,AGAINST,Clinton
@rhhhhh380 What we need to do is support all Republicans and criticize the opposition.,Hillary Clinton,AGAINST,Clinton
@JessicaAndSandr I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,Hillary Clinton,AGAINST,Clinton
@Westxgal @irisflower33: This money will buy the Anti-American Libs including,Hillary Clinton,AGAINST,Clinton
@HillaryClinton Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration!,Hillary Clinton,FAVOR,Clinton
Ok now Latino are deciding who is going to be president of the US #Jeb2016 #DonaldTrump #Sanders2016 #,Hillary Clinton,AGAINST,Clinton
Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,Hillary Clinton,AGAINST,Clinton
"@LeahR77 @HillaryClinton the unethical lying granny strikes again.  No charisma, no character, no accomplishments, no warmth",Hillary Clinton,AGAINST,Clinton
Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet?    #tcot,Hillary Clinton,AGAINST,Clinton
"Didn't take long for Clinton lackey @PaulBegala to play the ""crazy"" card. So predictable",Hillary Clinton,AGAINST,Clinton
I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Hillary Clinton,AGAINST,Clinton
Did you hear the answer Hillary gave to a reporter when they asked a question?!?   Neither have I.,Hillary Clinton,AGAINST,Clinton
"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday",Hillary Clinton,AGAINST,Clinton
"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,AGAINST,Clinton
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,AGAINST,Clinton
@LMdonney @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS.  #ITrustHillary,Hillary Clinton,FAVOR,Clinton
"Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying.",Hillary Clinton,AGAINST,Clinton
@HillaryClinton @TheDemocrats How many Xanax does this wretched bitch need to sleep at night?,Hillary Clinton,AGAINST,Clinton
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,FAVOR,Clinton
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Hillary Clinton,AGAINST,Clinton
"At the end of the day, support the candidate w/best chance of beating the progressive democrat.  Don't stay home.  #UniteRight",Hillary Clinton,AGAINST,Clinton
@sgtis0905 @UnPoliticalPrty Never forget @emaleroland #Benghazi Shackle the criminal element,Hillary Clinton,AGAINST,Clinton
"One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to",Hillary Clinton,AGAINST,Clinton
"It just depends on what the  definition of the word ""subponea"" is...  #subponea",Hillary Clinton,AGAINST,Clinton
"Spitting on clergy.  Burning the American flag.  Shaming American ideology.  It's Obama's America, and @HillaryClinton loves it.",Hillary Clinton,AGAINST,Clinton
"@donnabrazile @DougHeye So this woman does one thing to help. She's GOP - she's, ultimately, the enemy - don't doubt it",Hillary Clinton,AGAINST,Clinton
"@MarkBratlien Hi Mark, thank you so much for your follow, may God bless you and yours.  #freeallfour",Hillary Clinton,NONE,Clinton
"@szabosolicitors Thanks for the follow counselor, may God bless you and your family !  #freeallfour",Hillary Clinton,NONE,Clinton
"@jjauthor Janie, I am honored to be followed by you, thank you and God bless you.  #freeallfour",Hillary Clinton,NONE,Clinton
"@FaithWarJournal Thank You for the follow, may God bless you all !  #freeallfour",Hillary Clinton,NONE,Clinton
@lylafmills Simple. A revolution Two Independence Days And a clean slate. #2ndamendment #REMEMBERBENGHAZI2016 #PATRIOTSWILLRISE,Hillary Clinton,AGAINST,Clinton
So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server?  #2016 #Fail,Hillary Clinton,AGAINST,Clinton
The rebel flag flew off the pole & pulled trigger on gun that fired by itself  liberal dementia growing  daily #2a #rebelflag,Hillary Clinton,NONE,Clinton
@TheAtlantic cause  #Hillary Clinton is a LYING THEIVING CUNT,Hillary Clinton,AGAINST,Clinton
"@billodoux Thanks for the follow, that his by far the cutest avatar I have seen, God bless you all ! #freealfour",Hillary Clinton,NONE,Clinton
Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary,Hillary Clinton,FAVOR,Clinton
So @HillaryClinton received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?,Hillary Clinton,AGAINST,Clinton
I'm conservative but I must admit I'd rather see @SenSanders as president than Mrs. Clinton. #stillvotingGOP #politics,Hillary Clinton,AGAINST,Clinton
@Braidleigh 2016 is the due year for possible revolution.  The water has yet to boil over. #BetOnRed #PatriotsWillRise,Hillary Clinton,NONE,Clinton
@SaysMissy HRC takes us Americans for mindless fools!! How insulting! #PJNET #OiP,Hillary Clinton,AGAINST,Clinton
@BadgerGeno @kreichert27 @jackbahlman Too busy protesting :) #LoveForAll #BackdoorBadgers,Hillary Clinton,NONE,Clinton
Chelsea and her bitch mother #HillaryClinton should of committed suicide and spare the world of their hideous pasty face,Hillary Clinton,AGAINST,Clinton
Wouldn't be surprise that it comes to light that Chelsea's husband cheats on her. #HillaryClinton,Hillary Clinton,AGAINST,Clinton
Wouldn't be surprise that it comes to light that Chelsea's husband cheats on her like her Bill did on Hillary. #HillaryClinton,Hillary Clinton,AGAINST,Clinton
"The blacks cant admit that O is a failure. No, we dont need another affirmative action president #Obama #communism",Hillary Clinton,NONE,Clinton
<<I'm just going to be my own little self and kind of keep going along and saying what I believe in!!1!! >> #tcot,Hillary Clinton,NONE,Clinton
I think that everything she says is a lie.   I mean EVERYTHING.   I don't even think her name is Hillary.  #WakeUpAmerica,Hillary Clinton,AGAINST,Clinton
.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric!,Hillary Clinton,FAVOR,Clinton
@mataharikrishna I'm loving it too! Draw that contrast!!!,Hillary Clinton,NONE,Clinton
"@finneyk Can't stand @msnbc anymore, but hope @HillaryClinton will go on the @maddow Show! This needs to happen!!",Hillary Clinton,FAVOR,Clinton
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky.",Hillary Clinton,AGAINST,Clinton
"It's amazing to me how if you want a secure border & a legal process to immigration that makes sense, it means you are racist.",Hillary Clinton,NONE,Clinton
"@2014voteblue @ChrisJZullo blindly supporting political parties is willfull ignorance, repub or dem.",Donald Trump,NONE,Trump
"@ThePimpernelX @Cameron_Gray @CalebHowe  Totally agree ...time to get out of the Twitter Peanut Gallery and take ""arms",Donald Trump,NONE,Trump
@JeffYoung @ThePatriot143 I fully support full repeal. I will work for candidates who I believe will make it happen!,Donald Trump,NONE,Trump
"@ABC Stupid is as stupid does! Showedhis true colors; seems that he ignores that US was invaded, & plundered,not discovered",Donald Trump,AGAINST,Trump
@HouseGOP we now have one political party. The Socialist party. No more BS. We don't believe you anymore.,Donald Trump,NONE,Trump
Donald Trump isn't afraid to roast everyone.,Donald Trump,FAVOR,Trump
Donald Trump for president? I can dig it.,Donald Trump,FAVOR,Trump
nothing about obamacare changed today what changed is the total exposure of anti-constitutional terrorism at the supremecourt,Donald Trump,NONE,Trump
"I have one friend, he said he has more accountants than he has nurses.",Donald Trump,NONE,Trump
After today SCOTUS has passed more legislation than congress. #tcot,Donald Trump,NONE,Trump
@USAlivestrong @scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasflutegal 100% Support #Trump..,Donald Trump,FAVOR,Trump
@WhipHoyer @CorlessJones haha ACA is far from affordable you bunch of GRUBER idiots!,Donald Trump,NONE,Trump
"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016",Donald Trump,FAVOR,Trump
"Honestly I am gonna watch #Univision so much more now, just to support the network against",Donald Trump,NONE,Trump
"@CarmineZozzora Or a supreme court who now re-writes laws from the bench. They have done calisthenics to save o-care, TWICE!",Donald Trump,NONE,Trump
BretBaier ShannonBream remind Obama that the 2nd Amendment is here to stay as well! #TCOT #MOLONLABE #2A,Donald Trump,NONE,Trump
@realDonaldTrump  I like Mexicans who come to US legally.  #IStandWithTrump,Donald Trump,FAVOR,Trump
We need Obama out and @realDonaldTrump in the White House ASAP,Donald Trump,FAVOR,Trump
RT @Tone_Rowdy: How can this country move on from its racist past when it's leaders won't... #OurLivesMatter,Donald Trump,NONE,Trump
Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,Donald Trump,AGAINST,Trump
@alexisgoldstein @alexfrangos #BusinessMatters @BBCWorldBiz @bbcworldservice midnight gmt #Grexit #Obamacare #ironmaiden,Donald Trump,NONE,Trump
Donald Trump inhaled so much air spray & started to believe he is the title holder for the United States.,Donald Trump,AGAINST,Trump
The Leftist Liberals are starting an internal war within America.,Donald Trump,NONE,Trump
.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,Donald Trump,AGAINST,Trump
"For those that are not aware, there is a difference between corporate and personal bankruptcy. Look of Chapter 11 bankruptcy.",Donald Trump,NONE,Trump
@peddoc63 @realDonaldTrump So I guess Univision is Fair & Balanced. These are the people that R helping shape USA!,Donald Trump,AGAINST,Trump
"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump",Donald Trump,FAVOR,Trump
@Rebeksy well that's just crazy! Why work? #howdidwegethere #shameful,Donald Trump,NONE,Trump
"@realDonaldTrump you know that middle class is Latino's, right? You just shitted all over that working class you claim to need.",Donald Trump,AGAINST,Trump
I am not sure who is coming from other countries but I will assume they must be bad cause I am rich.,Donald Trump,NONE,Trump
"@BlissTabitha No, stand up for America, fiscal responsibility, strong defense, less transfer of wealth, less government.",Donald Trump,NONE,Trump
RT @AhmedtheBanker: Let's not forget @realDonaldTrump lost money running a casino.,Donald Trump,AGAINST,Trump
The media gathered the public like sheep over the rebel flag debate the government passed the fast track authority google it,Donald Trump,NONE,Trump
"@realDonaldTrump did not apply to immigrants one of the trade basis, WIN TO WIN. Ignorance can not be excuse",Donald Trump,AGAINST,Trump
"Beheading attack at company in France is terrorism,but beheading and attack at company in OK is work place violence. #tcot",Donald Trump,NONE,Trump
"Hosea 4:8  They eat up the sin of my people, and they set their heart on their iniquity.  #pastors #Christians  #repent",Donald Trump,NONE,Trump
