source_row,source_date,source_country,text,gt_attack_type
102,2017-01-04,Nigeria,"01/04/2017: Assailants attacked and killed three farmers in Obiaruku, Delta, Nigeria. This was one of two related attacks on farms in the area on this date. No group claimed responsibility; however, sources attributed the incidents to Fulani extremists.",Armed Assault
103,2017-01-05,Libya,"01/05/2017: Three assailants, including two suicide bombers, were identified by Armed Forces of Libya soldiers in As Salmani neighborhood, Benghazi city, Libya. At least six people, including three soldiers and all three assailants, were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to the Barqa Province of the Islamic State.",Bombing/Explosion
104,2017-01-05,Pakistan,"01/05/2017: Assailants opened fire on Malik Mohammad Essa in Saranan, Pishin district, Balochistan, Pakistan. Essa, the Jamiat Ulema-e-Islam (JI) Qila Abdullah Chapter head and tribal leader, was killed in the assault. No group claimed responsibility for the attack.",Assassination
105,2017-01-05,Iraq,"01/05/2017: An explosives-laden vehicle detonated at a security checkpoint in Bab al-Muadham neighborhood, Baghdad, Iraq. At least eight people were killed and five other people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion
106,2017-01-05,Iraq,"01/05/2017: An explosive device detonated in Baladiat neighborhood, Baghdad, Iraq. At least one person was injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion
107,2017-01-05,Iraq,"01/05/2017: An explosives-laden vehicle detonated near a market in Obaydi neighborhood, Baghdad, Iraq. At least five people were killed and seven other people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion
108,2017-01-05,Iraq,"01/05/2017: An explosive device detonated near Brigadier General Malik al-Khazraji in Al Hayakil, Saladin, Iraq. Al-Khazraji, the Iraqi Armed Forces Eastern Tigris Operations Commander, was injured in the blast. No group claimed responsibility for the attack.",Assassination
109,2017-01-02,Afghanistan,"01/02/2017: Assailants shot and killed a female police officer in Nawa-i-Barakzayi, Helmand, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban, which the group denied. In addition, a letter was discovered at the scene warning people to not spy for the government. The Taliban denied responsibility for the attack; however, sources posited that a note left at the scene accused Bala Nasta of being a spy.",Armed Assault
110,2017-01-05,Turkey,"01/05/2017: An explosives-laden vehicle detonated near the courthouse in Bayrakli neighborhood, Izmir, Turkey. Following the blast, assailants then opened fire on the courthouse. At least four people, including one police officer, one court employee, and two assailants, were killed and six other people were injured in the attack. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident. Sources also attributed the attack to the Kurdistan Workers' Party (PKK).",Bombing/Explosion
111,2017-01-05,Afghanistan,"01/05/2017: A suicide bomber detonated targeting Naseer Zabit, an Afghan Local Police (ALP) commander, in Qaysar, Faryab, Afghanistan. In addition to the assailant, two people were killed and seven others, including Zabit, were injured in the blast. No group claimed responsibility for the incident; however, a security official attributed the attack to the Taliban.",Assassination
112,2017-01-05,Afghanistan,"01/05/2017: An explosive device attached to a vehicle detonated in Jalalabad, Nangarhar, Afghanistan. One civilian was killed and four civilians were injured in the blast. The Khorasan Chapter of the Islamic State claimed responsibility for the incident.",Bombing/Explosion
113,2017-01-05,Yemen,"01/05/2017: Assailants fired a ballistic missile targeting a military camp in Al-Jin, Taizz, Yemen. Six soldiers were killed and dozens of soldiers were injured in the attack. Houthi extremists claimed responsibility for the incident.",Bombing/Explosion
114,2017-01-05,Yemen,"01/05/2017: Assailants attacked Azzan, Dhamar, Yemen. At least three people, including a university professor, teacher, and imam, were abducted in the attack. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Hostage Taking (Kidnapping)
115,2017-01-04,Yemen,"01/04/2017: Assailants raided an unknown number of houses and abducted four civilians in Yahis, Sanaa, Yemen. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Hostage Taking (Kidnapping)
116,2017-01-05,Syria,"01/05/2017: A suicide bomber detonated an explosives-laden vehicle near the Municipal Stadium in Jableh, Lattakia, Syria. In addition to the assailant, at least 11 people were killed and 35 other people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion
117,2017-01-05,Afghanistan,"01/05/2017: An explosive device detonated in Puli Sokhta, Kabul, Afghanistan. There were no casualties in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
118,2017-01-05,Afghanistan,"01/05/2017: Assailants shot and killed Qand Agha, a former Hizb-I-Islami Gulbuddin (HIG) commander, in Khwajah Khan, Baghlan, Afghanistan. No group claimed responsibility for the incident.",Assassination
119,2017-01-05,India,"01/05/2017: Assailants opened fire on the residence of Showkat Ganie in Chitragam, Shopian district, Jammu and Kashmir, India. Ganie, a Parliament of India member, was not harmed as there were no reported casualties in the assault. No group claimed responsibility for the attack. The specific motive is unknown; however, sources posited that the attack may have been related to Showkat Ganie recently referring to Burhan Wani, a former Hizbul Mujahideen (HM) leader, as a \martyr.\""""",Armed Assault
120,2017-01-05,Afghanistan,"01/05/2017: Assailants attacked a checkpoint in Maldar, Herat, Afghanistan. At least one soldier and three assailants were killed and seven soldiers and four assailants were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
121,2017-01-05,Philippines,"01/05/2017: Assailants stopped a Yellow Bus Line (YBL) Inc. bus and forced the passengers to disembark in Nalus, Sarangani, Philippines. The assailants then set the bus on fire without causing any casualties. The New People's Army (NPA) claimed responsibility for the attack. The specific motive is unknown; however, sources posited that the attack was related to an extortion demand.",Facility/Infrastructure Attack
122,2017-01-05,Afghanistan,"01/05/2017: Security forces discovered and defused twenty explosive devices along Helmand-Nimroz highway in Nimroz, Afghanistan. No group claimed responsibility for the incident.",Bombing/Explosion
123,2017-01-05,India,"01/05/2017: Assailants attacked and killed a former Maoist in Kehakavi, Maharashtra, India. No group claimed responsibility; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist). The specific motive is unknown; however, sources stated that Communist Party of India - Maoist (CPI-Maoist) members were upset that Sukhram Lalchu Wadde, a former Maoist, turned himself in to authorities in July 2016.",Unknown
124,2017-01-05,Serbia,"01/05/2017: Assailants attacked Nihad Ibrahimkadic in Belgrade, Serbia. Ibrahimkadic, an Anadolu Agency camera operator, was injured in the incident. No group claimed responsibility for the attack.",Unknown
125,2017-01-05,Sweden,"01/05/2017: An explosive device detonated in a trash bin near an asylum-seeker center in Frolunda neighborhood, Gothenburg, Vastra Gotaland, Sweden. At least one person was injured in the blast. No group claimed responsibility; however, sources suspected that the attack was carried out by the Nordic Resistance Movement.",Bombing/Explosion
126,2017-01-05,Thailand,"01/05/2017: Assailants shot and killed a former school administrator in Yala city, Thailand. No group claimed responsibility for the attack.",Armed Assault
127,2017-01-05,Somalia,"01/05/2017: An explosive device detonated near an African Union Mission in Somalia (AMISOM) convoy in Mahaday, Middle Shebelle, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
128,2017-01-05,Yemen,"01/05/2017: Assailants attacked the residence of Ahmed Almontaser, a local community dignitary, in Jiblah district, Ibb, Yemen. Almontaser was not harmed but at least four of his brothers were abducted and their whereabouts are unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Hostage Taking (Kidnapping)
129,2017-01-06,Yemen,"01/06/2017: Assailants prevented civilians from leaving a mosque in Sanaa, Amanat Al Asimah, Yemen. The hostages were released a short time later. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists.",Hostage Taking (Barricade Incident)
130,2017-01-06,Pakistan,"01/06/2017: Assailants shot and killed a suspected informant in Bal, Kech district, Balochistan, Pakistan. The Baloch Liberation Front (BLF) claimed responsibility for the attack. The Baloch Liberation Front (BLF) claimed responsibility for the incident and stated that Muhammad IIyas was targeted because the BLF believed he was an informant.",Armed Assault
131,2017-01-06,Pakistan,"01/06/2017: An explosive device detonated in Dera Bugti, Balochistan, Pakistan. There were no reported casualties but at least six goats were killed in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
