model,task,field,label,support,predicted_support,f1,accuracy,mcc,precision,recall
claude-opus-5,theocharis_dynamics_incivility,uncivil,0,68,66,0.880597014925,0.84,0.638989651702,0.893939393939,0.867647058824
claude-opus-5,theocharis_dynamics_incivility,uncivil,1,32,34,0.757575757576,0.84,0.638989651702,0.735294117647,0.78125
claude-opus-5,toxicity_protests_es,toxic,0,55,29,0.690476190476,0.74,0.578089041429,1,0.527272727273
claude-opus-5,toxicity_protests_es,toxic,1,45,71,0.775862068966,0.74,0.578089041429,0.633802816901,1
claude-opus-5,twitcivility_impoliteness,impolite,0,72,56,0.75,0.68,0.344584393803,0.857142857143,0.666666666667
claude-opus-5,twitcivility_impoliteness,impolite,1,28,44,0.555555555556,0.68,0.344584393803,0.454545454545,0.714285714286
claude-opus-5,wesleyan_creative_ads_2022,tone,promote,75,74,0.96644295302,0.95,0.868721908713,0.972972972973,0.96
claude-opus-5,wesleyan_creative_ads_2022,tone,attack,23,23,0.913043478261,0.96,0.887069452287,0.913043478261,0.913043478261
claude-opus-5,wesleyan_creative_ads_2022,tone,unclear,2,3,0.4,0.97,0.393598399182,0.333333333333,0.5
claude-sonnet-5,agoraspeech_criticism_agenda,criticism_or_agenda,criticism,48,51,0.909090909091,0.91,0.82162176981,0.882352941176,0.9375
claude-sonnet-5,agoraspeech_criticism_agenda,criticism_or_agenda,political agenda,52,48,0.92,0.92,0.842948717949,0.958333333333,0.884615384615
claude-sonnet-5,ballard_incivility,uncivil,0,88,74,0.888888888889,0.82,0.482674044231,0.972972972973,0.818181818182
claude-sonnet-5,ballard_incivility,uncivil,1,12,26,0.526315789474,0.82,0.482674044231,0.384615384615,0.833333333333
claude-sonnet-5,bestvater_kavanaugh_stance,pro_kavanaugh,0,43,48,0.923076923077,0.93,0.863589398436,0.875,0.976744186047
claude-sonnet-5,bestvater_kavanaugh_stance,pro_kavanaugh,1,57,52,0.935779816514,0.93,0.863589398436,0.980769230769,0.894736842105
claude-sonnet-5,bestvater_wm_stance,pro_womens_march,0,10,27,0.486486486486,0.81,0.47301616488,0.333333333333,0.9
claude-sonnet-5,bestvater_wm_stance,pro_womens_march,1,90,73,0.883435582822,0.81,0.47301616488,0.986301369863,0.8
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Assassination,7,14,0.47619047619,0.89,0.454069483443,0.357142857143,0.714285714286
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Armed Assault,31,38,0.63768115942,0.75,0.455258287543,0.578947368421,0.709677419355
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Bombing/Explosion,37,36,0.958904109589,0.97,0.935506703257,0.972222222222,0.945945945946
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Facility/Infrastructure Attack,3,7,0.6,0.96,0.641013556776,0.428571428571,1
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Hijacking,1,1,1,1,1,1,1
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Hostage Taking (Barricade Incident),0,0,0,1,,,
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Hostage Taking (Kidnapping),8,4,0.666666666667,0.96,0.692218655243,1,0.5
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Unarmed Assault,1,0,0,0.99,,,0
claude-sonnet-5,brandt_gtd_attack_type,attack_type,Unknown,12,0,0,0.88,,,0
claude-sonnet-5,brandt_political_relevance,relevant,0,89,77,0.927710843373,0.88,0.643254427065,1,0.865168539326
claude-sonnet-5,brandt_political_relevance,relevant,1,11,23,0.647058823529,0.88,0.643254427065,0.478260869565,1
claude-sonnet-5,burnham_covid_threat_minimization,threat_minimizing,0,71,81,0.894736842105,0.84,0.589288553018,0.83950617284,0.957746478873
claude-sonnet-5,burnham_covid_threat_minimization,threat_minimizing,1,29,19,0.666666666667,0.84,0.589288553018,0.842105263158,0.551724137931
claude-sonnet-5,burnham_polnli_entailment,entails,0,57,59,0.931034482759,0.92,0.836568368026,0.915254237288,0.947368421053
claude-sonnet-5,burnham_polnli_entailment,entails,1,43,41,0.904761904762,0.92,0.836568368026,0.926829268293,0.883720930233
claude-sonnet-5,burnham_polnli_event_entailment,entails,0,53,53,1,1,1,1,1
claude-sonnet-5,burnham_polnli_event_entailment,entails,1,47,47,1,1,1,1,1
claude-sonnet-5,burnham_trump_stance,stance_toward_trump,Oppose,39,37,0.842105263158,0.88,0.7461109327,0.864864864865,0.820512820513
claude-sonnet-5,burnham_trump_stance,stance_toward_trump,Neutral,23,29,0.653846153846,0.82,0.540957152793,0.586206896552,0.739130434783
claude-sonnet-5,burnham_trump_stance,stance_toward_trump,Support,38,34,0.805555555556,0.86,0.69933775504,0.852941176471,0.763157894737
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Macroeconomics,6,5,0.545454545455,0.95,0.521647832705,0.6,0.5
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Civil Rights,3,2,0.8,0.99,0.81232010044,1,0.666666666667
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Health,11,9,0.9,0.98,0.894538875734,1,0.818181818182
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Agriculture,4,4,1,1,1,1,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Labor and Immigration,1,1,1,1,1,1,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Education,3,3,1,1,1,1,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Environment,6,4,0.4,0.94,0.378187790295,0.5,0.333333333333
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Energy,1,1,1,1,1,1,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Immigration,2,2,1,1,1,1,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Transportation,0,1,0,0.99,,0,
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Law and Crime,5,8,0.615384615385,0.95,0.608859082343,0.5,0.8
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Social Welfare,2,2,0.5,0.98,0.489795918367,0.5,0.5
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Housing,3,3,1,1,1,1,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Domestic Commerce,8,6,0.571428571429,0.94,0.546341517135,0.666666666667,0.5
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Defense,10,5,0.666666666667,0.95,0.688247201612,1,0.5
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Technology,6,1,0.285714285714,0.95,0.397805427627,1,0.166666666667
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Foreign Trade,7,11,0.777777777778,0.96,0.780380136459,0.636363636364,1
claude-sonnet-5,cap_crs_policy_topic,policy_topic,International Affairs,7,11,0.666666666667,0.94,0.655118477317,0.545454545455,0.857142857143
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Government Operations,15,21,0.777777777778,0.92,0.746021687178,0.666666666667,0.933333333333
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Public Lands,0,0,0,1,,,
claude-sonnet-5,cap_crs_policy_topic,policy_topic,Culture,0,0,0,1,,,
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Macroeconomics,9,14,0.608695652174,0.91,0.578038410398,0.5,0.777777777778
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Civil Rights,11,10,0.47619047619,0.89,0.415481801865,0.5,0.454545454545
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Health,5,6,0.909090909091,0.99,0.908053634709,0.833333333333,1
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Agriculture,8,8,0.875,0.98,0.864130434783,0.875,0.875
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Labor and Immigration,4,4,0.75,0.98,0.739583333333,0.75,0.75
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Education,10,10,0.8,0.96,0.777777777778,0.8,0.8
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Environment,3,2,0.8,0.99,0.81232010044,1,0.666666666667
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Energy,3,3,1,1,1,1,1
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Immigration,0,1,0,0.99,,0,
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Transportation,2,1,0.666666666667,0.99,0.703526470681,1,0.5
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Law and Crime,4,3,0.857142857143,0.99,0.861549790341,1,0.75
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Social Welfare,4,3,0.571428571429,0.97,0.562400557584,0.666666666667,0.5
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Housing,1,1,0,0.98,-0.010101010101,0,0
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Domestic Commerce,2,3,0.4,0.97,0.393598399182,0.333333333333,0.5
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Defense,7,6,0.923076923077,0.99,0.920882357367,1,0.857142857143
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Technology,4,5,0.888888888889,0.99,0.889756521003,0.8,1
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Foreign Trade,3,3,0.333333333333,0.96,0.312714776632,0.333333333333,0.333333333333
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,International Affairs,10,9,0.631578947368,0.93,0.594028074142,0.666666666667,0.6
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Government Operations,5,8,0.769230769231,0.97,0.777986605215,0.625,1
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Public Lands,5,0,0,0.95,,,0
claude-sonnet-5,cap_party_platform_policy_topic,policy_topic,Culture,0,0,0,1,,,
claude-sonnet-5,chae_semeval_stance,stance,FAVOR,27,32,0.847457627119,0.91,0.789969896138,0.78125,0.925925925926
claude-sonnet-5,chae_semeval_stance,stance,AGAINST,43,32,0.746666666667,0.81,0.616607621069,0.875,0.651162790698
claude-sonnet-5,chae_semeval_stance,stance,NONE,30,36,0.757575757576,0.84,0.645561258615,0.694444444444,0.833333333333
claude-sonnet-5,dicocco_manifesto_populism,populist,0,87,93,0.955555555556,0.92,0.593192956448,0.924731182796,0.988505747126
claude-sonnet-5,dicocco_manifesto_populism,populist,1,13,7,0.6,0.92,0.593192956448,0.857142857143,0.461538461538
claude-sonnet-5,douglass_icbe_sentence_event_type,event_type,No Event,32,17,0.489795918367,0.75,0.37437848887,0.705882352941,0.375
claude-sonnet-5,douglass_icbe_sentence_event_type,event_type,Action,25,42,0.567164179104,0.71,0.397722030261,0.452380952381,0.76
claude-sonnet-5,douglass_icbe_sentence_event_type,event_type,Speech,21,12,0.545454545455,0.85,0.489575700241,0.75,0.428571428571
claude-sonnet-5,douglass_icbe_sentence_event_type,event_type,Thought,9,4,0,0.87,-0.0641940738766,0,0
claude-sonnet-5,douglass_icbe_sentence_event_type,event_type,Mixed,13,25,0.368421052632,0.76,0.257513101312,0.28,0.538461538462
claude-sonnet-5,erlich_ati_topics,Activities,0,66,51,0.735042735043,0.69,0.39441399977,0.843137254902,0.651515151515
claude-sonnet-5,erlich_ati_topics,Activities,1,34,49,0.626506024096,0.69,0.39441399977,0.530612244898,0.764705882353
claude-sonnet-5,erlich_ati_topics,Budget,0,86,77,0.920245398773,0.87,0.601273400727,0.974025974026,0.872093023256
claude-sonnet-5,erlich_ati_topics,Budget,1,14,23,0.648648648649,0.87,0.601273400727,0.521739130435,0.857142857143
claude-sonnet-5,erlich_ati_topics,Evaluation,0,71,86,0.853503184713,0.77,0.377263707344,0.779069767442,0.943661971831
claude-sonnet-5,erlich_ati_topics,Evaluation,1,29,14,0.46511627907,0.77,0.377263707344,0.714285714286,0.344827586207
claude-sonnet-5,erlich_ati_topics,External Contracts,0,80,79,0.943396226415,0.91,0.724267208807,0.949367088608,0.9375
claude-sonnet-5,erlich_ati_topics,External Contracts,1,20,21,0.780487804878,0.91,0.724267208807,0.761904761905,0.8
claude-sonnet-5,erlich_ati_topics,Institutional Structure,0,76,85,0.906832298137,0.85,0.550822632755,0.858823529412,0.960526315789
claude-sonnet-5,erlich_ati_topics,Institutional Structure,1,24,15,0.615384615385,0.85,0.550822632755,0.8,0.5
claude-sonnet-5,erlich_ati_topics,Other,0,99,82,0.906077348066,0.83,0.214512733147,1,0.828282828283
claude-sonnet-5,erlich_ati_topics,Other,1,1,18,0.105263157895,0.83,0.214512733147,0.0555555555556,1
claude-sonnet-5,erlich_ati_topics,Regulatory,0,89,77,0.915662650602,0.86,0.567309394353,0.987012987013,0.85393258427
claude-sonnet-5,erlich_ati_topics,Regulatory,1,11,23,0.588235294118,0.86,0.567309394353,0.434782608696,0.909090909091
claude-sonnet-5,gilardi_relevance,relevant,0,48,44,0.934782608696,0.94,0.882276426339,0.977272727273,0.895833333333
claude-sonnet-5,gilardi_relevance,relevant,1,52,56,0.944444444444,0.94,0.882276426339,0.910714285714,0.980769230769
claude-sonnet-5,gilardi_stance,stance,pro,5,24,0.344827586207,0.81,0.408248290464,0.208333333333,1
claude-sonnet-5,gilardi_stance,stance,neutral,54,21,0.506666666667,0.63,0.377337337618,0.904761904762,0.351851851852
claude-sonnet-5,gilardi_stance,stance,contra,41,55,0.791666666667,0.8,0.631426708396,0.690909090909,0.926829268293
claude-sonnet-5,halterman_keith_bfrs,event_type,ASSASSINATION,31,18,0.69387755102,0.85,0.642713663754,0.944444444444,0.548387096774
claude-sonnet-5,halterman_keith_bfrs,event_type,DRONE_ASSASSINATION,0,0,0,1,,,
claude-sonnet-5,halterman_keith_bfrs,event_type,ATTACK_ON_STATE,4,4,1,1,1,1,1
claude-sonnet-5,halterman_keith_bfrs,event_type,CONVENTIONAL_ATTACK_ON_GOV_FORCES,7,6,0.923076923077,0.99,0.920882357367,1,0.857142857143
claude-sonnet-5,halterman_keith_bfrs,event_type,GUERILLA_ATTACK_ON_GOV_FORCES,3,4,0.857142857143,0.99,0.861549790341,0.75,1
claude-sonnet-5,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_NONSTATE_COMBATANTS,5,5,1,1,1,1,1
claude-sonnet-5,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_CIVILIANS,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
claude-sonnet-5,halterman_keith_bfrs,event_type,RIOT,14,17,0.903225806452,0.97,0.891516484192,0.823529411765,1
claude-sonnet-5,halterman_keith_bfrs,event_type,TERRORISM,14,12,0.769230769231,0.94,0.737867061375,0.833333333333,0.714285714286
claude-sonnet-5,halterman_keith_bfrs,event_type,THREAT_OF_VIOLENCE,0,0,0,1,,,
claude-sonnet-5,halterman_keith_bfrs,event_type,VIOLENT_POLITICAL_DEMONSTRATION,12,13,0.96,0.99,0.955294411471,0.923076923077,1
claude-sonnet-5,halterman_keith_bfrs,event_type,OTHER,7,17,0.333333333333,0.84,0.293192136855,0.235294117647,0.571428571429
claude-sonnet-5,halterman_keith_cmp,policy_domain,External Relations,10,9,0.947368421053,0.99,0.94345635305,1,0.9
claude-sonnet-5,halterman_keith_cmp,policy_domain,Freedom and Democracy,4,3,0.285714285714,0.95,0.263251324827,0.333333333333,0.25
claude-sonnet-5,halterman_keith_cmp,policy_domain,Political System,13,13,0.384615384615,0.84,0.292661361627,0.384615384615,0.384615384615
claude-sonnet-5,halterman_keith_cmp,policy_domain,Economy,17,16,0.545454545455,0.85,0.456033243369,0.5625,0.529411764706
claude-sonnet-5,halterman_keith_cmp,policy_domain,Welfare and Quality of Life,42,49,0.791208791209,0.81,0.624974940213,0.734693877551,0.857142857143
claude-sonnet-5,halterman_keith_cmp,policy_domain,Fabric of Society,9,6,0.533333333333,0.93,0.509090034697,0.666666666667,0.444444444444
claude-sonnet-5,halterman_keith_cmp,policy_domain,Social Groups,5,4,0.222222222222,0.93,0.187317162316,0.25,0.2
claude-sonnet-5,haunss_papea_claims,protest_claim,Anti-Far-Right,6,9,0.8,0.97,0.803361731054,0.666666666667,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Anticapitalist,1,2,0.666666666667,0.99,0.703526470681,0.5,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Church,1,1,1,1,1,1,1
claude-sonnet-5,haunss_papea_claims,protest_claim,COVID,1,3,0.5,0.98,0.571488693326,0.333333333333,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Democracy,3,3,0.666666666667,0.98,0.656357388316,0.666666666667,0.666666666667
claude-sonnet-5,haunss_papea_claims,protest_claim,Economy,1,2,0,0.97,-0.0143576830751,0,0
claude-sonnet-5,haunss_papea_claims,protest_claim,Education,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
claude-sonnet-5,haunss_papea_claims,protest_claim,Environment,3,3,1,1,1,1,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Far Right,3,4,0.857142857143,0.99,0.861549790341,0.75,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Foreign Rights,2,0,0,0.98,,,0
claude-sonnet-5,haunss_papea_claims,protest_claim,Gender,1,2,0.666666666667,0.99,0.703526470681,0.5,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Infrastructure,13,9,0.636363636364,0.92,0.605752620269,0.777777777778,0.538461538462
claude-sonnet-5,haunss_papea_claims,protest_claim,International,3,0,0,0.97,,,0
claude-sonnet-5,haunss_papea_claims,protest_claim,Labour,24,24,0.916666666667,0.96,0.890350877193,0.916666666667,0.916666666667
claude-sonnet-5,haunss_papea_claims,protest_claim,Media,0,2,0,0.98,,0,
claude-sonnet-5,haunss_papea_claims,protest_claim,Migration,18,7,0.56,0.89,0.585569191791,1,0.388888888889
claude-sonnet-5,haunss_papea_claims,protest_claim,Nuclear Power,1,1,1,1,1,1,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Other,0,2,0,0.98,,0,
claude-sonnet-5,haunss_papea_claims,protest_claim,Peace,6,7,0.923076923077,0.99,0.920882357367,0.857142857143,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Peasants,1,1,1,1,1,1,1
claude-sonnet-5,haunss_papea_claims,protest_claim,Political System,3,2,0.4,0.97,0.393598399182,0.5,0.333333333333
claude-sonnet-5,haunss_papea_claims,protest_claim,Repression,0,1,0,0.99,,0,
claude-sonnet-5,haunss_papea_claims,protest_claim,Religion,0,2,0,0.98,,0,
claude-sonnet-5,haunss_papea_claims,protest_claim,Rights,2,0,0,0.98,,,0
claude-sonnet-5,haunss_papea_claims,protest_claim,Social,1,1,0,0.98,-0.010101010101,0,0
claude-sonnet-5,haunss_papea_claims,protest_claim,Solidarity,0,0,0,1,,,
claude-sonnet-5,haunss_papea_claims,protest_claim,Tolerance,0,6,0,0.94,,0,
claude-sonnet-5,haunss_papea_claims,protest_claim,Unclear,0,1,0,0.99,,0,
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Demonstration / Assembly,58,56,0.964912280702,0.96,0.919198680917,0.982142857143,0.948275862069
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Petition,10,10,1,1,1,1,1
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Strike,4,4,0.75,0.98,0.739583333333,0.75,0.75
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Non-verbal Protest / Cultural Event,10,13,0.869565217391,0.97,0.862316498503,0.769230769231,1
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Leaflet / Resolution / Open Letter,9,8,0.941176470588,0.99,0.937671079398,1,0.888888888889
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Attack with Damage to Property,5,5,1,1,1,1,1
claude-sonnet-5,haunss_papea_fgz_forms,protest_form,Blockade / Sit-in,4,4,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,Referendum unspecified,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,Coronavirus,30,30,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,COVID-economy,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,BLM and responses,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,health,2,2,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,education,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,election outcome,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,pol-neg,5,4,0.666666666667,0.97,0.655610068107,0.75,0.6
claude-sonnet-5,mellon_bes_mii_2024,issue,partisan-neg,3,2,0.8,0.99,0.81232010044,1,0.666666666667
claude-sonnet-5,mellon_bes_mii_2024,issue,societal divides,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,morals,0,2,0,0.98,,0,
claude-sonnet-5,mellon_bes_mii_2024,issue,"nat ident, goals-loss",0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,racism/discrimination,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,welfare,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,terrorism,1,1,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,immigration,8,7,0.933333333333,0.99,0.930371645016,1,0.875
claude-sonnet-5,mellon_bes_mii_2024,issue,asylum,0,1,0,0.99,,0,
claude-sonnet-5,mellon_bes_mii_2024,issue,crime,1,1,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,europe,6,6,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,constitutional,0,1,0,0.99,,0,
claude-sonnet-5,mellon_bes_mii_2024,issue,international trade,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,devolution,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,scot-ind,1,0,0,0.99,,,0
claude-sonnet-5,mellon_bes_mii_2024,issue,constitution,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,foreign affairs,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,war,2,2,1,1,1,1,1
claude-sonnet-5,mellon_bes_mii_2024,issue,defence,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,foreign emergency,0,0,0,1,,,
claude-sonnet-5,mellon_bes_mii_2024,issue,domestic emergency,0,0,0,1,,,
